account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Luckett Vineyards (Luckett Farms Limited),Agri-food,EGP,847,wolfville,Kings,B4P 2R3,2019 - 2020,-64.2980387,45.072155,POINT (-64.2980387 45.072155)
Luckett Vineyards (Luckett Farms Limited),Agri-food,EGP,702,wolfville,Kings,B4P 2R3,2019 - 2020,-64.2980387,45.072155,POINT (-64.2980387 45.072155)
Lightfoot & Wolfville Vineyards Ltd.,Agri-food,EMGP,45000,wolfville,Kings,B4P 2R1,2019 - 2020,-64.3336589,45.0960113,POINT (-64.3336589 45.0960113)
L'Acadie Vineyards,Agri-food,PIVP,15000,wolfville,Kings,B4P 2R1,2019 - 2020,-64.3349274,45.0664241,POINT (-64.3349274 45.0664241)
McConnell Gordon Estates Limited operating as Benjamin Bridge Vineyards,Agri-food,EGP,10200,wolfville,Kings,B4P 2R1,2019 - 2020,-64.3832931,45.0639943,POINT (-64.3832931 45.0639943)
McConnell Gordon Estates Limited operating as Benjamin Bridge Vineyards,Agri-food,EGP,9537,wolfville,Kings,B4P 2R1,2019 - 2020,-64.3832931,45.0639943,POINT (-64.3832931 45.0639943)
McConnell Gordon Estates Limited operating as Benjamin Bridge Vineyards,Agri-food,EGP,9495,wolfville,Kings,B4P 2R1,2019 - 2020,-64.3832931,45.0639943,POINT (-64.3832931 45.0639943)
Blender Networks Inc.,Business Services,SBDP,8560,bedford,Halifax,B4H 0H4,2019 - 2020,-63.6844763,44.7167416,POINT (-63.6844763 44.7167416)
Blender Networks Inc.,Business Services,EGP,3460,bedford,Halifax,B4H 0H4,2019 - 2020,-63.6844763,44.7167416,POINT (-63.6844763 44.7167416)
Meridian DLT,Business Services,EGP,1700,halifax,Halifax,B4C 4E7,2019 - 2020,-63.653883,44.7649885,POINT (-63.65388300000001 44.7649885)
Keeping Roads Safe Technologies Inc.,ICT (Includes Digital Media),EGP,9925,halifax,Halifax,B4B1H1,2019 - 2020,-63.6675301,44.6622378,POINT (-63.6675301 44.6622378)
Keeping Roads Safe Technologies Inc.,ICT (Includes Digital Media),EGP,5175,halifax,Halifax,B4B1H1,2019 - 2020,-63.6675301,44.6622378,POINT (-63.6675301 44.6622378)
Keeping Roads Safe Technologies Inc.,ICT (Includes Digital Media),EGP,4950,halifax,Halifax,B4B1H1,2019 - 2020,-63.6675301,44.6622378,POINT (-63.6675301 44.6622378)
Big Leap Leadership Inc.,Business Services,SBDP,15000,bedford,Halifax,B4B0T2,2019 - 2020,-63.7218816,44.7078938,POINT (-63.7218816 44.7078938)
Big Leap Leadership Inc.,Business Services,EGP,4540,bedford,Halifax,B4B0T2,2019 - 2020,-63.7218816,44.7078938,POINT (-63.7218816 44.7078938)
LDX Inc.,ICT (Includes Digital Media),EGP,8488,halifax,Halifax,B4B 1M1,2019 - 2020,-63.7471587,44.7124675,POINT (-63.7471587 44.7124675)
Coastline Cordage Group Ltd.,Advanced Manufacturing,EGP,11852,bedford,Halifax,B4B 1H1,2019 - 2020,-63.714671,44.7219956,POINT (-63.714671 44.7219956)
Coastline Cordage Group Ltd.,Advanced Manufacturing,EGP,6162,bedford,Halifax,B4B 1H1,2019 - 2020,-63.714671,44.7219956,POINT (-63.714671 44.7219956)
Novonix Battery Testing Services Inc.,Energy,EGP,19550,bedford,Halifax,B4B 1H1,2019 - 2020,-63.7157441,44.7215073,POINT (-63.71574410000001 44.721507300000006)
Novonix Battery Testing Services Inc.,Energy,EGP,3048,bedford,Halifax,B4B 1H1,2019 - 2020,-63.7157441,44.7215073,POINT (-63.71574410000001 44.721507300000006)
InnovaSea Marine Systems Canada Inc. DBA Vemco,Oceans Technology,EGP,2317,bedford,Halifax,B4B 0L9,2019 - 2020,-63.7008188,44.724646,POINT (-63.70081880000001 44.724646)
Hanatech IOT Inc.,ICT (includes Digital Media),PIVP,15000,halifax,Halifax,B4A1E8,2019 - 2020,-63.658506,44.733446,POINT (-63.658506 44.733446)
Atlantic Resources Partnership Inc.,Agri-food,EGP,6985,bedford,Halifax,B4A 4H4,2019 - 2020,-63.6881885,44.7010498,POINT (-63.68818850000001 44.7010498)
Ring Rescue Incorporated,Life Sciences,SBDP,10000,dartmouth,Halifax,B4A 3X9,2019 - 2020,-63.5422889,44.6564682,POINT (-63.542288899999996 44.6564682)
Ring Rescue Incorporated,Life Sciences,EGP,10501,dartmouth,Halifax,B4A 3X9,2019 - 2020,-63.5422889,44.6564682,POINT (-63.542288899999996 44.6564682)
Ring Rescue Incorporated,Life Sciences,EGP,4489,dartmouth,Halifax,B4A 3X9,2019 - 2020,-63.5422889,44.6564682,POINT (-63.542288899999996 44.6564682)
GRF Structural Engineering Ltd.,Engineering & Professional,SBDP,13750,bedford,Halifax,B4A 3N2,2019 - 2020,-63.6788267,44.727959,POINT (-63.67882670000001 44.727959)
Rx Security Inc.,Advanced Manufacturing,SBDP,15000,bedford,Halifax,B4A 2T3,2019 - 2020,-63.649464,44.7370534,POINT (-63.649464 44.7370534)
Guild Software Inc.,Business Services,EGP,14152,bedford,Halifax,B4A 1E6,2019 - 2020,-63.6598073,44.7321531,POINT (-63.659807300000004 44.7321531)
Nautics Group Inc.,Advanced Manufacturing,EGP,15000,bedford,Halifax,B4A 1E2,2019 - 2020,-63.659234,44.7361944,POINT (-63.659234 44.7361944)
Allswater Marine Consultants Ltd.,Oceans Technology,EGP,6530,halifax,Halifax,B4A 1B9,2019 - 2020,-63.6744682,44.7196106,POINT (-63.6744682 44.7196106)
Allswater Marine Consultants Ltd.,Oceans Technology,EGP,1965,halifax,Halifax,B4A 1B9,2019 - 2020,-63.6744682,44.7196106,POINT (-63.6744682 44.7196106)
Dragon Veterinary Canada Limited,ICT (Includes Digital Media),EGP,16421,bedford,Halifax,B4A 0H4,2019 - 2020,-63.8155911,44.7270792,POINT (-63.81559109999999 44.7270792)
Dragon Veterinary Canada Limited,ICT (Includes Digital Media),EGP,8579,bedford,Halifax,B4A 0H4,2019 - 2020,-63.8155911,44.7270792,POINT (-63.81559109999999 44.7270792)
VitaMed Inc.,Life Sciences,EGP,14950,bedford,Halifax,B4A 0G5,2019 - 2020,-63.5802877,44.6844877,POINT (-63.5802877 44.6844877)
Connections Productions Inc.,Film Production,EGP,9761,bedford,Halifax,B4A 0C1,2019 - 2020,-63.6492011,44.7499035,POINT (-63.649201100000006 44.7499035)
Genius Premium Craft Boxes,Creative Industries,EGP,2214,bedford,Halifax,B4A 0A7,2019 - 2020,-63.6710741,44.7048052,POINT (-63.671074100000006 44.7048052)
Genesis Technology Inc.,ICT (Includes Digital Media),EGP,6532,dartmouth,Halifax,B3W 2Y6,2019 - 2020,-63.5401947,44.6810281,POINT (-63.54019470000001 44.6810281)
Genesis Technology Inc.,ICT (Includes Digital Media),EGP,2935,dartmouth,Halifax,B3W 2Y6,2019 - 2020,-63.5401947,44.6810281,POINT (-63.54019470000001 44.6810281)
International Pre-Owned Barcode Ltd.,Transportation & Logistics,EGP,9271,halifax,Halifax,B3S0B9,2019 - 2020,-63.6740811,44.6377888,POINT (-63.674081099999995 44.6377888)
International Pre-Owned Barcode Ltd.,Transportation & Logistics,EGP,4126,halifax,Halifax,B3S0B9,2019 - 2020,-63.6740811,44.6377888,POINT (-63.674081099999995 44.6377888)
InTouch Communications Inc.,Business Services,EGP,5636,halifax,Halifax,B3S 1P9,2019 - 2020,-63.673635,44.6642468,POINT (-63.67363499999999 44.6642468)
Bluedrop Training & Simulation Inc.,Aerospace & Defence,EGP,9828,halifax,Halifax,B3S 1N2,2019 - 2020,-63.6722465,44.6552672,POINT (-63.6722465 44.6552672)
Bluedrop Training & Simulation Inc.,Aerospace & Defence,EGP,6970,halifax,Halifax,B3S 1N2,2019 - 2020,-63.6722465,44.6552672,POINT (-63.6722465 44.6552672)
Bluedrop Training & Simulation Inc.,Aerospace & Defence,EGP,6475,halifax,Halifax,B3S 1N2,2019 - 2020,-63.6722465,44.6552672,POINT (-63.6722465 44.6552672)
Oberland Agriscience Inc.,Agri-food,SBDP,7818,halifax,Halifax,B3S 1C2,2019 - 2020,-63.6687641,44.6266728,POINT (-63.66876409999999 44.6266728)
Oberland Agriscience Inc.,Agri-food,EGP,715,halifax,Halifax,B3S 1C2,2019 - 2020,-63.6687641,44.6266728,POINT (-63.66876409999999 44.6266728)
LED Roadway Lighting Ltd.,Advanced Manufacturing,PIVP,25000,halifax,Halifax,B3S 1B3,2019 - 2020,-63.6666819,44.6395722,POINT (-63.66668189999999 44.6395722)
Deprolabs Technology Inc.,ICT (Includes Digital Media),EGP,2226,halifax,Halifax,B3S 0G5,2019 - 2020,-63.6734833,44.6532783,POINT (-63.673483299999994 44.6532783)
Deprolabs Technology Inc.,ICT (Includes Digital Media),EGP,650,halifax,Halifax,B3S 0G5,2019 - 2020,-63.6734833,44.6532783,POINT (-63.673483299999994 44.6532783)
MUFG Fund Services (Halifax) Limited*,Finance & Insurance,Payroll Rebate,2220000,halifax,Halifax,B3S 0C9,2019 - 2020,-63.6565041,44.6491545,POINT (-63.6565041 44.64915450000001)
NS Sports Media Pros Ltd.,ICT (Includes Digital Media),EGP,21300,halifax,Halifax,B3S 0B9,2019 - 2020,-63.6728245,44.6406462,POINT (-63.6728245 44.6406462)
Social Navigator Inc.,ICT (Includes Digital Media),EGP,25000,halifax,Halifax,B3S 0B9,2019 - 2020,-63.6728245,44.6406462,POINT (-63.6728245 44.6406462)
Alright Pictures Inc.,Film Production,EGP,1140,halifax,Halifax,B3P 2M5,2019 - 2020,-63.6118801,44.6187531,POINT (-63.6118801 44.6187531)
Glas Ocean Electric Inc.,Energy,EGP,14270,halifax,Halifax,B3P 2H3,2019 - 2020,-63.5805338,44.6146007,POINT (-63.58053379999999 44.6146007)
Enginuity Inc.,Business Services,EMGP,50000,halifax,Halifax,B3P 1M1,2019 - 2020,-63.616651,44.6182511,POINT (-63.616651000000005 44.6182511)
Ednaturals Bar,Agri-food,EGP,892,halifax,Halifax,B3P 1H5,2019 - 2020,-63.6123087,44.617402,POINT (-63.6123087 44.617402)
Grey Lit Matters Inc.,ICT (includes Digital Media),PIVP,25000,halifax,Halifax,B3P 1A8,2019 - 2020,-63.6080148,44.6300731,POINT (-63.60801480000001 44.6300731)
Ocean Fresh Seafood,Agri-food,EGP,1871,halifax,Halifax,B3N 3M3,2019 - 2020,-63.6351191,44.6423948,POINT (-63.6351191 44.6423948)
No Fear Films,Film Production,EGP,1370,halifax,Halifax,B3N 2H5,2019 - 2020,-63.6384989,44.6424447,POINT (-63.63849890000001 44.6424447)
Giffin Technologies Inc.,Agri-food,EGP,1155,halifax,Halifax,B3N 1X9,2019 - 2020,-63.6384989,44.6424447,POINT (-63.63849890000001 44.6424447)
Giffin Technologies Inc.,Agri-food,EGP,635,halifax,Halifax,B3N 1X9,2019 - 2020,-63.6384989,44.6424447,POINT (-63.63849890000001 44.6424447)
Matriarch Productions Inc.,Film Production,EGP,1820,halifax,Halifax,B3N 1B7,2019 - 2020,-63.6384989,44.6424447,POINT (-63.63849890000001 44.6424447)
Global Precision Signage Inc.,Advanced Manufacturing,EGP,5025,halifax,Halifax,B3M2Y9,2019 - 2020,-63.7090338,44.7260551,POINT (-63.70903379999999 44.7260551)
SeaChange Biochemistry Inc.,Agri-food,PIVP,15000,halifax,Halifax,B3M 4R2,2019 - 2020,-63.7062955,44.6795222,POINT (-63.7062955 44.6795222)
Ubuntu Media,Film Production,EGP,7914,halifax,Halifax,B3M 4K2,2019 - 2020,-63.7062955,44.6795222,POINT (-63.7062955 44.6795222)
Shumba Consulting,Business Services,EGP,696,halifax,Halifax,B3M 4H4,2019 - 2020,-63.7062955,44.6795222,POINT (-63.7062955 44.6795222)
Dart Frog Events Inc.,Business Services,EGP,11524,halifax,Halifax,B3M 4C5,2019 - 2020,-63.7062955,44.6795222,POINT (-63.7062955 44.6795222)
Foundation Marketing Services Inc.,Business Services,EGP,4418,halifax,Halifax,B3M 4C5,2019 - 2020,-63.7062955,44.6795222,POINT (-63.7062955 44.6795222)
Fathom Fish & Seafood Inc.,Fish & Seafood Processing,EGP,3642,halifax,Halifax,B3M 3M6,2019 - 2020,-63.6192708,44.6137541,POINT (-63.61927080000001 44.6137541)
RDA Atlantic Inc.,Energy,EGP,14422,halifax,Halifax,B3M 2L9,2019 - 2020,-63.7042465,44.6936747,POINT (-63.70424649999999 44.6936747)
Proven Marketing for Professionals Inc.,Business Services,EGP,5600,halifax,Halifax,B3M 2L4,2019 - 2020,-63.6625599,44.6842047,POINT (-63.66255989999999 44.6842047)
Roswall Development Incorporated,Energy,EGP,10125,halifax,Halifax,B3M 2L3,2019 - 2020,-63.6625599,44.6842047,POINT (-63.66255989999999 44.6842047)
Vesuvius Media Ltd.,ICT (Includes Digital Media),EGP,19712,halifax,Halifax,B3M 1W8,2019 - 2020,-63.6534019,44.6755102,POINT (-63.653401900000006 44.6755102)
Vesuvius Media Ltd.,ICT (Includes Digital Media),EGP,3735,halifax,Halifax,B3M 1W8,2019 - 2020,-63.6534019,44.6755102,POINT (-63.653401900000006 44.6755102)
JusNova Agriculture Ltd.,Agri-food,EGP,14275,halifax,Halifax,B3M 1N1,2019 - 2020,-63.6429132,44.6647911,POINT (-63.642913199999995 44.6647911)
JusNova Agriculture Ltd.,Agri-food,EGP,9850,halifax,Halifax,B3M 1N1,2019 - 2020,-63.6429132,44.6647911,POINT (-63.642913199999995 44.6647911)
Content Bloom Inc.,ICT (includes Digital Media),SBDP,15000,halifax,Halifax,B3M 0N6,2019 - 2020,-63.6721859,44.7246482,POINT (-63.6721859 44.7246482)
Duckish Natural Skin Care Limited,Advanced Manufacturing,EGP,6945,halifax,Halifax,B3L1K1,2019 - 2020,-63.6179519,44.6226545,POINT (-63.61795190000001 44.6226545)
Uprise Consulting,Business Services,EGP,3312,halifax,Halifax,B3L 4T7,2019 - 2020,-63.6299775,44.6535608,POINT (-63.629977499999995 44.6535608)
BlueLight Analytics Inc.,Life Sciences,SBDP,13000,halifax,Halifax,B3L 4G4,2019 - 2020,-63.6230288,44.6425184,POINT (-63.62302879999999 44.6425184)
BlueLight Analytics Inc.,Life Sciences,SBDP,12000,halifax,Halifax,B3L 4G4,2019 - 2020,-63.6230288,44.6425184,POINT (-63.62302879999999 44.6425184)
BlueLight Analytics Inc.,Life Sciences,EGP,25000,halifax,Halifax,B3L 4G4,2019 - 2020,-63.6230288,44.6425184,POINT (-63.62302879999999 44.6425184)
Trust Communications Inc.,ICT (Includes Digital Media),EGP,4842,halifax,Halifax,B3L 2Y8,2019 - 2020,-63.6073849,44.6457117,POINT (-63.60738490000001 44.6457117)
Curv Labs Inc.,ICT (Includes Digital Media),EGP,11950,halifax,Halifax,B3L 2W6,2019 - 2020,-63.6118692,44.6543585,POINT (-63.61186920000001 44.6543585)
Ambition Theory,Business Services,EGP,2212,halifax,Halifax,B3L 2S7,2019 - 2020,-63.6023369,44.6462829,POINT (-63.6023369 44.6462829)
Ambition Theory,Business Services,EGP,1996,halifax,Halifax,B3L 2S7,2019 - 2020,-63.6023369,44.6462829,POINT (-63.6023369 44.6462829)
Success Through Trust Inc.,Business Services,EGP,3080,halifax,Halifax,B3L 2H3,2019 - 2020,-63.6282027,44.6481991,POINT (-63.628202699999996 44.6481991)
Focal Research Consultants Limited,Business Services,EGP,2050,halifax,Halifax,B3L 2C2,2019 - 2020,-63.6288596,44.6554659,POINT (-63.628859600000006 44.6554659)
Focal Research Consultants Limited,Business Services,EGP,1948,halifax,Halifax,B3L 2C2,2019 - 2020,-63.6288596,44.6554659,POINT (-63.628859600000006 44.6554659)
Jaza Energy Inc.,Energy,EGP,9220,halifax,Halifax,B3L 1Y9,2019 - 2020,-63.6118355,44.6533398,POINT (-63.61183549999999 44.6533398)
Jaza Energy Inc.,Energy,EGP,2547,halifax,Halifax,B3L 1Y9,2019 - 2020,-63.6118355,44.6533398,POINT (-63.61183549999999 44.6533398)
Black Dog Films / The Monster Productions Inc.,Film Production,EGP,11797,halifax,Halifax,B3L 1P4,2019 - 2020,-63.5983931,44.6537151,POINT (-63.5983931 44.6537151)
Nexus Robotics Inc.,Agri-food,PIVP,15000,halifax,Halifax,B3L 1E3,2019 - 2020,-63.5765057,44.652153,POINT (-63.5765057 44.652153)
Arcadia Entertainment Inc.,Film Production,EGP,1874,halifax,Halifax,B3L 1A9,2019 - 2020,-63.6039208,44.6439187,POINT (-63.6039208 44.6439187)
902HipHop Inc.,ICT (includes Digital Media),SBDP,15000,halifax,Halifax,B3K4N7,2019 - 2020,-63.5952397,44.651908,POINT (-63.5952397 44.651908000000006)
902HipHop Inc.,ICT (Includes Digital Media),EGP,13202,halifax,Halifax,B3K4N7,2019 - 2020,-63.5952397,44.651908,POINT (-63.5952397 44.651908000000006)
902HipHop Inc.,ICT (Includes Digital Media),EGP,1798,halifax,Halifax,B3K4N7,2019 - 2020,-63.5952397,44.651908,POINT (-63.5952397 44.651908000000006)
Rayleigh Solar Tech Inc.,Advanced Manufacturing,PIVP,15000,halifax,Halifax,B3K2P5,2019 - 2020,-63.6082181,44.6701852,POINT (-63.6082181 44.6701852)
Rayleigh Solar Tech Inc.,Advanced Manufacturing,EGP,2697,halifax,Halifax,B3K2P5,2019 - 2020,-63.6082181,44.6701852,POINT (-63.6082181 44.6701852)
Atlantic Blockchain Company Inc.,ICT (Includes Digital Media),EGP,994,halifax,Halifax,B3K 6S2,2019 - 2020,-63.5943814,44.6511052,POINT (-63.5943814 44.6511052)
Ryan Chute Group of Companies Inc.,Business Services,EGP,5401,halifax,Halifax,B3K 5V8,2019 - 2020,-63.6084856,44.6674771,POINT (-63.6084856 44.6674771)
Smarter Spaces Inc.,Business Services,EGP,6460,halifax,Halifax,B3K 5M4,2019 - 2020,-63.5762701,44.6445467,POINT (-63.57627010000001 44.6445467)
Liberated Networks Inc.,ICT (includes Digital Media),SBDP,25000,halifax,Halifax,B3K 5L9,2019 - 2020,-63.6035092,44.6554842,POINT (-63.603509200000005 44.6554842)
QRA Corp,ICT (Includes Digital Media),EGP,11621,halifax,Halifax,B3K 5L2,2019 - 2020,-63.6053356,44.6583102,POINT (-63.605335600000004 44.6583102)
QRA Corp,ICT (Includes Digital Media),EGP,3377,halifax,Halifax,B3K 5L2,2019 - 2020,-63.6053356,44.6583102,POINT (-63.605335600000004 44.6583102)
R&G Strategic Inc.,Business Services,EGP,7945,halifax,Halifax,B3K 5J7,2019 - 2020,-63.5931818,44.6474755,POINT (-63.5931818 44.6474755)
R&G Strategic Inc.,Business Services,EGP,4770,halifax,Halifax,B3K 5J7,2019 - 2020,-63.5931818,44.6474755,POINT (-63.5931818 44.6474755)
Boondoc Technologies Inc. (The Rounds),ICT (Includes Digital Media),EGP,17922,halifax,Halifax,B3K 4X5,2019 - 2020,-63.6126882,44.6621997,POINT (-63.6126882 44.6621997)
Boondoc Technologies Inc. (The Rounds),ICT (Includes Digital Media),EGP,6732,halifax,Halifax,B3K 4X5,2019 - 2020,-63.6126882,44.6621997,POINT (-63.6126882 44.6621997)
Ocean Entertainment Ltd.,Film Production,EGP,13875,halifax,Halifax,B3K 4T9,2019 - 2020,-63.5955023,44.6508892,POINT (-63.59550229999999 44.6508892)
Ocean Entertainment Ltd.,Film Production,EGP,13500,halifax,Halifax,B3K 4T9,2019 - 2020,-63.5955023,44.6508892,POINT (-63.59550229999999 44.6508892)
The Healthy Athlete,Agri-food,SBDP,8800,halifax,Halifax,B3K 4P6,2019 - 2020,-63.7378569,44.7263364,POINT (-63.7378569 44.72633640000001)
The Healthy Athlete,Agri-food,EGP,1630,halifax,Halifax,B3K 4P6,2019 - 2020,-63.7378569,44.7263364,POINT (-63.7378569 44.72633640000001)
Wrought Iron Brewing Co. Ltd.,Agri-food,EGP,1272,halifax,Halifax,B3K 4P2,2019 - 2020,-63.6000243,44.6565224,POINT (-63.6000243 44.6565224)
Chain-Yard Cider Inc.,Agri-food,EGP,1528,halifax,Halifax,B3K 4C8,2019 - 2020,-63.5961796,44.6555365,POINT (-63.596179600000006 44.6555365)
"Accomplice Content Supply Co., Inc.",Film Production,EGP,665,halifax,Halifax,B3K 4C6,2019 - 2020,-63.5957575,44.6551471,POINT (-63.59575749999999 44.6551471)
RBR Atlantic,Oceans Technology,EGP,9765,halifax,Halifax,B3K 3W3,2019 - 2020,-63.5587822,44.661946,POINT (-63.5587822 44.661946)
Eye Catch Signs Limited,Advanced Manufacturing,EGP,9224,halifax,Halifax,B3K 3V4,2019 - 2020,-63.5932681,44.6546828,POINT (-63.59326810000001 44.6546828)
Eye Catch Signs Limited,Advanced Manufacturing,EGP,4775,halifax,Halifax,B3K 3V4,2019 - 2020,-63.5932681,44.6546828,POINT (-63.59326810000001 44.6546828)
Lightship Strategies Inc.,Business Services,EGP,925,halifax,Halifax,B3K 3R4,2019 - 2020,-63.5868878,44.6516565,POINT (-63.5868878 44.6516565)
Efficiency Properties Inc.,ICT (includes Digital Media),PIVP,15000,halifax,Halifax,B3K 3P2,2019 - 2020,-63.6086963,44.6696518,POINT (-63.608696300000005 44.6696518)
Iris Booth Incorporated,Business Services,SBDP,10000,halifax,Halifax,B3K 2Y4,2019 - 2020,-63.5828237,44.652261,POINT (-63.582823700000006 44.652261)
Iris Booth Incorporated,Business Services,SBDP,10000,halifax,Halifax,B3K 2Y4,2019 - 2020,-63.5828237,44.652261,POINT (-63.582823700000006 44.652261)
Iris Booth Incorporated,Business Services,EGP,8045,halifax,Halifax,B3K 2Y4,2019 - 2020,-63.5828237,44.652261,POINT (-63.582823700000006 44.652261)
Iris Booth Incorporated,Business Services,EGP,7880,halifax,Halifax,B3K 2Y4,2019 - 2020,-63.5828237,44.652261,POINT (-63.582823700000006 44.652261)
Iris Booth Incorporated,Business Services,EGP,5302,halifax,Halifax,B3K 2Y4,2019 - 2020,-63.5828237,44.652261,POINT (-63.582823700000006 44.652261)
Dormie Golf Workshop Inc.,Advanced Manufacturing,EGP,15010,halifax,Halifax,B3K 2Y3,2019 - 2020,-63.6077762,44.6728536,POINT (-63.6077762 44.6728536)
Dormie Golf Workshop Inc.,Advanced Manufacturing,EGP,4435,halifax,Halifax,B3K 2Y3,2019 - 2020,-63.6077762,44.6728536,POINT (-63.6077762 44.6728536)
Atlantic Ambassatours Ltd.,Business Services,EGP,2152,halifax,Halifax,B3K 2V6,2019 - 2020,-63.6258559,44.663951,POINT (-63.625855900000005 44.663951000000004)
Modest Tree Media Inc.,ICT (Includes Digital Media),EGP,2567,halifax,Halifax,B3K 2R6,2019 - 2020,-63.6192654,44.664448,POINT (-63.61926540000001 44.664448)
Modest Tree Media Inc.,ICT (Includes Digital Media),EGP,1750,halifax,Halifax,B3K 2R6,2019 - 2020,-63.6192654,44.664448,POINT (-63.61926540000001 44.664448)
Pisces Research Project Management Inc,Business Services,SBDP,3750,halifax,Halifax,B3K 2L9,2019 - 2020,-63.6077782,44.6679038,POINT (-63.6077782 44.6679038)
Pisces Research Project Management Inc.,Business Services,EGP,9928,halifax,Halifax,B3K 2L9,2019 - 2020,-63.6077782,44.6679038,POINT (-63.6077782 44.6679038)
Power HR Inc.,Business Services,EGP,2750,halifax,Halifax,B3K 1Y5,2019 - 2020,-63.6014075,44.6616219,POINT (-63.60140750000001 44.6616219)
SolutionInc. Ltd.,ICT (Includes Digital Media),EGP,10427,halifax,Halifax,B3K 1T2,2019 - 2020,-63.5986848,44.6577848,POINT (-63.598684799999994 44.6577848)
SolutionInc. Ltd.,ICT (Includes Digital Media),EGP,4700,halifax,Halifax,B3K 1T2,2019 - 2020,-63.5986848,44.6577848,POINT (-63.598684799999994 44.6577848)
SolutionInc. Ltd.,ICT (Includes Digital Media),EGP,2700,halifax,Halifax,B3K 1T2,2019 - 2020,-63.5986848,44.6577848,POINT (-63.598684799999994 44.6577848)
Shut Up & Colour Pictures Inc.,Film Production,EGP,11793,halifax,Halifax,B3K 1S8,2019 - 2020,-63.5978095,44.6586433,POINT (-63.597809500000004 44.65864330000001)
Shut Up & Colour Pictures Inc.,Film Production,EGP,2350,halifax,Halifax,B3K 1S8,2019 - 2020,-63.5978095,44.6586433,POINT (-63.597809500000004 44.65864330000001)
Spring Loaded Technology Incorporated,Life Sciences,EMGP,25875,halifax,Halifax,B3K 1P5,2019 - 2020,-63.5921981,44.7036356,POINT (-63.5921981 44.703635600000005)
Spring Loaded Technology Incorporated,Life Sciences,EGP,14925,halifax,Halifax,B3K 1P5,2019 - 2020,-63.5921981,44.7036356,POINT (-63.5921981 44.703635600000005)
Kilo Communications Inc.,ICT (includes Digital Media),PIVP,25000,halifax,Halifax,B3K 1N1,2019 - 2020,-63.5983984,44.6537151,POINT (-63.59839840000001 44.6537151)
Arolytics Inc.,Energy,PIVP,15000,halifax,Halifax,"B3K 1H7,",2019 - 2020,-65.7209915,43.6386507,POINT (-65.7209915 43.6386507)
Arolytics Inc.,Energy,PIVP,25000,halifax,Halifax,"B3K 1H7,",2019 - 2020,-65.7209915,43.6386507,POINT (-65.7209915 43.6386507)
Side Door Access Inc.,ICT (Includes Digital Media),EGP,9747,halifax,Halifax,B3K 1H1,2019 - 2020,-63.5904482,44.6524646,POINT (-63.5904482 44.6524646)
Social Enterprise Institute CCC Ltd.,ICT (Includes Digital Media),EGP,14772,halifax,Halifax,B3K 1C5,2019 - 2020,-63.5887489,44.6528063,POINT (-63.588748900000006 44.6528063)
Tell Tale Productions Inc.,Film Production,EGP,12504,halifax,Halifax,B3K 1B4,2019 - 2020,-63.5870391,44.6515435,POINT (-63.5870391 44.6515435)
Hope Blooms Youth Social Entrepreneurial Ventures Inc.,Agri-food,PIVP,15000,halifax,Halifax,B3K 1B3,2019 - 2020,-63.5866307,44.652136,POINT (-63.58663070000001 44.652136)
Hope Blooms Youth Social Entrepreneurial Ventures Inc.,Agri-food,PIVP,25000,halifax,Halifax,B3K 1B3,2019 - 2020,-63.5866307,44.652136,POINT (-63.58663070000001 44.652136)
Hope Blooms Youth Social Entrepreneurial Ventures Inc.,Agri-food,EGP,3719,halifax,Halifax,B3K 1B3,2019 - 2020,-63.5866307,44.652136,POINT (-63.58663070000001 44.652136)
Immersive Cinema Inc.,Film Production,EGP,11925,halifax,Halifax,B3K 0G9,2019 - 2020,-63.6033403,44.6594443,POINT (-63.60334029999999 44.6594443)
Kinduct Technologies Inc.,ICT (Includes Digital Media),EGP,12657,halifax,Halifax,B3J3R7,2019 - 2020,-63.5767589,44.6526567,POINT (-63.5767589 44.6526567)
Motryx Inc.,Life Sciences,SBDP,11250,halifax,Halifax,B3J3K5,2019 - 2020,-63.5741156,44.6444057,POINT (-63.5741156 44.6444057)
Motryx Inc.,Life Sciences,EGP,14348,halifax,Halifax,B3J3K5,2019 - 2020,-63.5741156,44.6444057,POINT (-63.5741156 44.6444057)
Motryx Inc.,Life Sciences,EGP,1175,halifax,Halifax,B3J3K5,2019 - 2020,-63.5741156,44.6444057,POINT (-63.5741156 44.6444057)
Fundmetric Incorporated,ICT (Includes Digital Media),EGP,15000,halifax,Halifax,B3J3K3,2019 - 2020,-63.5804999,44.643325,POINT (-63.5804999 44.643325)
Pictou Twist Pictures Inc.,Film Production,EGP,7950,halifax,Halifax,B3J1J7,2019 - 2020,-63.5762418,44.6448856,POINT (-63.57624179999999 44.64488560000001)
Pictou Twist Pictures Inc.,Film Production,EGP,6300,halifax,Halifax,B3J1J7,2019 - 2020,-63.5762418,44.6448856,POINT (-63.57624179999999 44.64488560000001)
Recognize Your Potential by Floria,Business Services,EGP,400,halifax,Halifax,B3J 3Z4,2019 - 2020,-63.5715127,44.6442996,POINT (-63.5715127 44.6442996)
Kula Partners Inc.,Business Services,EGP,2277,halifax,Halifax,B3J 3X8,2019 - 2020,-63.5788837,44.6472951,POINT (-63.5788837 44.6472951)
