account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Kula Partners Inc.,Business Services,EGP,1665,halifax,Halifax,B3J 3X8,2019 - 2020,-63.5788837,44.6472951,POINT (-63.5788837 44.6472951)
Current Studios Inc.,ICT (includes Digital Media),PIVP,15000,halifax,Halifax,B3J 3X8,2019 - 2020,-63.5788837,44.6472951,POINT (-63.5788837 44.6472951)
Current Studios Inc.,ICT (Includes Digital Media),EGP,14950,halifax,Halifax,B3J 3X8,2019 - 2020,-63.5788837,44.6472951,POINT (-63.5788837 44.6472951)
B4Checkin Limited,ICT (includes Digital Media),SBDP,14568,halifax,Halifax,B3J 3S9,2019 - 2020,-63.5999114,44.6591168,POINT (-63.59991140000001 44.6591168)
B4Checkin Limited,ICT (Includes Digital Media),EGP,16535,halifax,Halifax,B3J 3S9,2019 - 2020,-63.5999114,44.6591168,POINT (-63.59991140000001 44.6591168)
B4Checkin Limited,ICT (Includes Digital Media),EGP,13330,halifax,Halifax,B3J 3S9,2019 - 2020,-63.5999114,44.6591168,POINT (-63.59991140000001 44.6591168)
SURU Inc.,Advanced Manufacturing,EGP,4329,halifax,Halifax,B3J 3R7,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Orchestra Farms Entoculture Inc.,Agri-food,PIVP,15000,halifax,Halifax,B3J 3R7,2019 - 2020,-63.5767589,44.6526567,POINT (-63.5767589 44.6526567)
FarrPoint Inc.,ICT (includes Digital Media),PMA,0,halifax,Halifax,B3J 3R7,2019 - 2020,-63.5763108,44.652724,POINT (-63.5763108 44.652724)
Cribcut,ICT (includes Digital Media),SBDP,12718,halifax,Halifax,B3J 3R7,2019 - 2020,-63.576713,44.6526387,POINT (-63.57671299999999 44.6526387)
Cribcut,ICT (Includes Digital Media),EGP,6450,halifax,Halifax,B3J 3R7,2019 - 2020,-63.576713,44.6526387,POINT (-63.57671299999999 44.6526387)
IOM Media Ventures NS Inc.,Film Production,EGP,6600,halifax,Halifax,B3J 3R4,2019 - 2020,-63.5808698,44.6428374,POINT (-63.580869799999995 44.6428374)
IOM Media Ventures NS Inc.,Film Production,EGP,5640,halifax,Halifax,B3J 3R4,2019 - 2020,-63.5808698,44.6428374,POINT (-63.580869799999995 44.6428374)
ITO Seafoods Ltd.,Fish & Seafood Processing,EGP,7267,halifax,Halifax,B3J 3R3,2019 - 2020,-63.5713427,44.6426744,POINT (-63.5713427 44.6426744)
ITO Seafoods Ltd.,Fish & Seafood Processing,EGP,6100,halifax,Halifax,B3J 3R3,2019 - 2020,-63.5713427,44.6426744,POINT (-63.5713427 44.6426744)
Copernicus Labs Inc.,ICT (Includes Digital Media),EGP,10415,halifax,Halifax,B3J 3P1,2019 - 2020,-63.5727756,44.6420969,POINT (-63.57277559999999 44.6420969)
CarteNav Solutions Inc.,Business Services,EGP,15000,halifax,Halifax,B3J 3N2,2019 - 2020,-63.5767589,44.6489369,POINT (-63.5767589 44.64893690000001)
Mkit North America Inc.,ICT (Includes Digital Media),EGP,11397,halifax,Halifax,B3J 3N2,2019 - 2020,-63.5740291,44.6443343,POINT (-63.574029100000004 44.6443343)
Mkit North America Inc.,ICT (Includes Digital Media),EGP,3525,halifax,Halifax,B3J 3N2,2019 - 2020,-63.5740291,44.6443343,POINT (-63.574029100000004 44.6443343)
OARO,ICT (Includes Digital Media),EGP,10269,halifax,Halifax,B3J 3N2,2019 - 2020,-63.5763881,44.6517896,POINT (-63.5763881 44.6517896)
OARO,ICT (Includes Digital Media),EGP,4945,halifax,Halifax,B3J 3N2,2019 - 2020,-63.5763881,44.6517896,POINT (-63.5763881 44.6517896)
The Bank of N.T. Butterfield & Son Limited*,Finance & Insurance,Payroll Rebate,557779,halifax,Halifax,B3J 3M8,2019 - 2020,-63.5745851,44.6472847,POINT (-63.5745851 44.6472847)
En Point Inc.,ICT (includes Digital Media),SBDP,20025,halifax,Halifax,B3J 3M8,2019 - 2020,-63.5745851,44.6472847,POINT (-63.5745851 44.6472847)
MindSea Development Incorporated,ICT (includes Digital Media),SBDP,10000,halifax,Halifax,B3J 3M8,2019 - 2020,-63.5745851,44.6472847,POINT (-63.5745851 44.6472847)
MindSea Development Incorporated,ICT (Includes Digital Media),EGP,2065,halifax,Halifax,B3J 3M8,2019 - 2020,-63.5745851,44.6472847,POINT (-63.5745851 44.6472847)
MindSea Development Incorporated,ICT (Includes Digital Media),EGP,750,halifax,Halifax,B3J 3M8,2019 - 2020,-63.5745851,44.6472847,POINT (-63.5745851 44.6472847)
EcoPilot Canada Inc.,Engineering & Professional,EGP,6767,halifax,Halifax,B3J 3L7,2019 - 2020,-63.5776707,44.6502452,POINT (-63.5776707 44.6502452)
Jonas Software Solutions Inc.,ICT (includes Digital Media),Payroll Rebate,1817200,halifax,Halifax,B3J 3K9,2019 - 2020,-63.5763881,44.6517896,POINT (-63.5763881 44.6517896)
Binogi Studios Ltd.,ICT (includes Digital Media),PMA,0,halifax,Halifax,B3J 3K5,2019 - 2020,-63.5741156,44.6444057,POINT (-63.5741156 44.6444057)
Swept Technologies Inc.,ICT (includes Digital Media),SBDP,15000,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
B-Line Analytics,ICT (Includes Digital Media),EGP,11950,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
B-Line Analytics,ICT (Includes Digital Media),EGP,1880,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
Dugo Systems Inc.,ICT (Includes Digital Media),EGP,6650,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
Harbr Inc.,ICT (Includes Digital Media),EGP,6573,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
SalesRight Technologies Inc.,ICT (Includes Digital Media),EGP,2574,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
Swell Advantage Ltd.,ICT (Includes Digital Media),EGP,7300,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
USP-LAB N.A. Ltd.,ICT (Includes Digital Media),EGP,11080,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
USP-LAB N.A. Ltd.,ICT (Includes Digital Media),EGP,7582,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
USP-LAB N.A. Ltd.,ICT (Includes Digital Media),EGP,2235,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
Gibli Innovations Inc. (Gibli Tech Incorporated),Life Sciences,SBDP,6000,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
Gibli Innovations Inc. (Gibli Tech Incorporated),Life Sciences,EGP,7302,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
Gibli Innovations Inc. (Gibli Tech Incorporated),Life Sciences,EGP,1525,halifax,Halifax,B3J 3K5,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
CacheFlo Inc.,Business Services,EGP,4526,halifax,Halifax,B3J 3J8,2019 - 2020,-63.5806953,44.6493346,POINT (-63.58069530000001 44.6493346)
CacheFlo Inc.,Business Services,EGP,4039,halifax,Halifax,B3J 3J8,2019 - 2020,-63.5806953,44.6493346,POINT (-63.58069530000001 44.6493346)
Cloudkettle Inc.,ICT (Includes Digital Media),EGP,14985,halifax,Halifax,B3J 3J8,2019 - 2020,-63.5806953,44.6493346,POINT (-63.58069530000001 44.6493346)
Breton Air,Transportation & Logistics,EGP,10225,halifax,Halifax,B3J 3C7,2019 - 2020,-63.57826,44.646249,POINT (-63.57826000000001 44.646249)
Trip Ninja Inc.,ICT (Includes Digital Media),EGP,9095,halifax,Halifax,B3J 2V1,2019 - 2020,-63.5740143,44.6443314,POINT (-63.5740143 44.6443314)
Trip Ninja Inc.,ICT (Includes Digital Media),EGP,6553,halifax,Halifax,B3J 2V1,2019 - 2020,-63.5740143,44.6443314,POINT (-63.5740143 44.6443314)
Jam Filled Entertainment (Halifax) Inc.,ICT (includes Digital Media),PMA,0,halifax,Halifax,B3J 2T9,2019 - 2020,-63.5723964,44.6472847,POINT (-63.5723964 44.6472847)
CBCL Limited,Energy,EGP,14907,halifax,Halifax,B3J 2R7,2019 - 2020,-63.5719269,44.6444057,POINT (-63.5719269 44.6444057)
Fourth State Energy Incorporated,Energy,EGP,14999,halifax,Halifax,B3J 2L4,2019 - 2020,-63.5888016,44.6456242,POINT (-63.58880159999999 44.64562420000001)
Beyond Ventures Group Business & Trade Development Inc.,ICT (Includes Digital Media),EGP,2471,halifax,Halifax,B3J 2L4,2019 - 2020,-63.5745259,44.6473552,POINT (-63.5745259 44.6473552)
Cove Kombucha,Agri-food,SBDP,10000,halifax,Halifax,B3J 2J9,2019 - 2020,-63.5788147,44.640739,POINT (-63.5788147 44.640739)
Cove Kombucha,Agri-food,SBDP,15000,halifax,Halifax,B3J 2J9,2019 - 2020,-63.5788147,44.640739,POINT (-63.5788147 44.640739)
Cove Kombucha,Agri-food,EGP,12650,halifax,Halifax,B3J 2J9,2019 - 2020,-63.5788147,44.640739,POINT (-63.5788147 44.640739)
Cove Kombucha,Agri-food,EGP,10300,halifax,Halifax,B3J 2J9,2019 - 2020,-63.5788147,44.640739,POINT (-63.5788147 44.640739)
Cove Kombucha,Agri-food,EGP,8750,halifax,Halifax,B3J 2J9,2019 - 2020,-63.5788147,44.640739,POINT (-63.5788147 44.640739)
2 Crows Brewing Ltd.,Agri-food,EGP,7847,halifax,Halifax,B3J 2G7,2019 - 2020,-63.5786607,44.649938,POINT (-63.57866070000001 44.649938)
2 Crows Brewing Ltd.,Agri-food,EGP,3455,halifax,Halifax,B3J 2G7,2019 - 2020,-63.5786607,44.649938,POINT (-63.57866070000001 44.649938)
2 Crows Brewing Ltd.,Agri-food,EGP,2024,halifax,Halifax,B3J 2G7,2019 - 2020,-63.5786607,44.649938,POINT (-63.57866070000001 44.649938)
Fundy Drinks Ltd.,Agri-food,EGP,14475,halifax,Halifax,B3J 2G7,2019 - 2020,-63.5806953,44.6493384,POINT (-63.58069530000001 44.6493384)
Fundy Drinks Ltd.,Agri-food,EGP,7330,halifax,Halifax,B3J 2G7,2019 - 2020,-63.5806953,44.6493384,POINT (-63.58069530000001 44.6493384)
Able Sense Media Limited,ICT (Includes Digital Media),EGP,2885,halifax,Halifax,B3J 2G1,2019 - 2020,-63.6042663,44.6441797,POINT (-63.604266300000006 44.6441797)
DGI Clinical Inc.,Life Sciences,EGP,14988,halifax,Halifax,B3J 2E3,2019 - 2020,-63.5785129,44.6471031,POINT (-63.5785129 44.6471031)
VERB Interactive Inc.,Business Services,Payroll Rebate,1458000,halifax,Halifax,B3J 2A2,2019 - 2020,-63.5739155,44.646564,POINT (-63.5739155 44.646564)
Verb Interactive Inc.,Business Services,EGP,13952,halifax,Halifax,B3J 2A2,2019 - 2020,-63.5739155,44.646564,POINT (-63.5739155 44.646564)
PitchPerfect Software Inc. operating as Proposify,ICT (includes Digital Media),Pitch Prep,15000,halifax,Halifax,B3J 2A2,2019 - 2020,-63.573835,44.65011,POINT (-63.573835 44.65011)
PitchPerfect Software Inc. operating as Proposify,ICT (includes Digital Media),SBDP,15000,halifax,Halifax,B3J 2A2,2019 - 2020,-63.573835,44.65011,POINT (-63.573835 44.65011)
PitchPerfect Software Inc. operating as Proposify,ICT (Includes Digital Media),EGP,25000,halifax,Halifax,B3J 2A2,2019 - 2020,-63.573835,44.65011,POINT (-63.573835 44.65011)
Bandha Nutrition Products,Agri-food,EGP,2262,halifax,Halifax,B3J 1Z2,2019 - 2020,-63.6084781,44.6538988,POINT (-63.6084781 44.65389880000001)
Momentum IT Group,ICT (Includes Digital Media),EGP,13666,halifax,Halifax,B3J 1Y2,2019 - 2020,-63.5708162,44.6411967,POINT (-63.5708162 44.6411967)
Momentum IT Group,ICT (Includes Digital Media),EGP,1092,halifax,Halifax,B3J 1Y2,2019 - 2020,-63.5708162,44.6411967,POINT (-63.5708162 44.6411967)
Skinfix Inc.,Advanced Manufacturing,SBDP,10690,halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
Skinfix Inc.,Advanced Manufacturing,SBDP,4310,halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
Skinfix Inc.,Advanced Manufacturing,EGP,11050,halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
Skinfix Inc.,Advanced Manufacturing,EGP,7792,halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
For You Newcomer Counselling Agency Inc.,Business Services,EGP,9900,halifax,Halifax,B3J 1P3,2019 - 2020,-63.5783023,44.6494021,POINT (-63.5783023 44.6494021)
Topsail Productions Ltd.,Film Production,EGP,4960,halifax,Halifax,B3J 1J7,2019 - 2020,-63.5762418,44.6448856,POINT (-63.57624179999999 44.64488560000001)
Topsail Productions Ltd.,Film Production,EGP,1650,halifax,Halifax,B3J 1J7,2019 - 2020,-63.5762418,44.6448856,POINT (-63.57624179999999 44.64488560000001)
Venture 2 Impact Inc.,Business Services,SBDP,15000,halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
Venture 2 Impact Inc.,Business Services,SBDP,15000,halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
Venture 2 Impact Inc.,Business Services,EGP,4300,halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
Venture 2 Impact Inc.,Business Services,EGP,3255,halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
MagicLamp Software Solutions Inc.,ICT (Includes Digital Media),EGP,13508,halifax,Halifax,B3J 1H6,2019 - 2020,-63.5809804,44.6423287,POINT (-63.5809804 44.6423287)
Nova Crystals Ltd.,Aerospace & Defence,EGP,15000,halifax,Halifax,B3J 1B6,2019 - 2020,-63.5731209,44.6414662,POINT (-63.573120900000006 44.6414662)
Novalte,ICT (includes Digital Media),SBDP,8568,halifax,Halifax,B3J 1B6,2019 - 2020,-63.5762294,44.6420986,POINT (-63.5762294 44.6420986)
Novalte,ICT (Includes Digital Media),EGP,3414,halifax,Halifax,B3J 1B6,2019 - 2020,-63.5762294,44.6420986,POINT (-63.5762294 44.6420986)
Novalte Inc.,MedTech,PMA,0,halifax,Halifax,B3J 1B6,2019 - 2020,-63.5762294,44.6420986,POINT (-63.5762294 44.6420986)
"AXIS SpecialtyÂ Canada Services, ULC",Finance & Insurance,Payroll Rebate,3610000,halifax,Halifax,B3J 0E8,2019 - 2020,-63.5764247,44.6517528,POINT (-63.5764247 44.6517528)
Bend Beauty,Life Sciences,SBDP,14841,halifax,Halifax,B3J 0C7,2019 - 2020,-63.5757986,44.6459668,POINT (-63.5757986 44.6459668)
Swept Technologies Inc.,ICT (Includes Digital Media),EGP,7025,halifax,Halifax,B3J 0A7,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
KataPilla Ltd.,Life Sciences,PIVP,15000,halifax,Halifax,B3H3A7,2019 - 2020,-63.5885803,44.6457795,POINT (-63.588580300000004 44.6457795)
KataPilla Ltd.,Life Sciences,PIVP,25000,halifax,Halifax,B3H3A7,2019 - 2020,-63.5885803,44.6457795,POINT (-63.588580300000004 44.6457795)
Colorsmith Labs Inc.,Life Sciences,PIVP,25000,halifax,Halifax,B3H0A8,2019 - 2020,-63.5853159,44.6398172,POINT (-63.58531589999999 44.63981720000001)
Photodynamic Incorporated,Life Sciences,EGP,11099,halifax,Halifax,B3H0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Photodynamic Incorporated,Life Sciences,EGP,9626,halifax,Halifax,B3H0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
NovaResp Technologies Inc.,ICT (includes Digital Media),PIVP,25000,halifax,Halifax,B3H 4R4,2019 - 2020,-63.571482,44.6363774,POINT (-63.57148200000001 44.6363774)
Garrison Brewing Company Limited,Agri-food,EGP,725,halifax,Halifax,B3H 4P7,2019 - 2020,-63.5685722,44.6398115,POINT (-63.5685722 44.6398115)
Beta Glucan Company of Canada Inc.,Life Sciences,EGP,3700,halifax,Halifax,B3H 4N3,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
TerraProForma (FORMERLY - Play the Field),ICT (Includes Digital Media),EGP,11575,halifax,Halifax,B3H 3W5,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
Burcot Park Holdings Incorporated,ICT (Includes Digital Media),EGP,974,halifax,Halifax,B3H 3R8,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
EcoAdvisors Inc.,Business Services,EGP,15000,halifax,Halifax,B3H 3K6,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
Upswing Consulting Solutions,Engineering & Professional,EGP,2474,halifax,Halifax,B3H 2X1,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
Tranquility Online Inc.,ICT (includes Digital Media),PIVP,25000,halifax,Halifax,B3H 2W7,2019 - 2020,-63.5784014,44.6395813,POINT (-63.5784014 44.6395813)
Eli Technology,ICT (Includes Digital Media),EGP,14800,halifax,Halifax,B3H 2R9,2019 - 2020,-63.6636939,44.6829351,POINT (-63.6636939 44.6829351)
Eli Technology,ICT (Includes Digital Media),EGP,4500,halifax,Halifax,B3H 2R9,2019 - 2020,-63.6636939,44.6829351,POINT (-63.6636939 44.6829351)
Eli Technology,ICT (Includes Digital Media),EGP,3097,halifax,Halifax,B3H 2R9,2019 - 2020,-63.6636939,44.6829351,POINT (-63.6636939 44.6829351)
NewAE Technology Inc.,Aerospace & Defence,EGP,7614,halifax,Halifax,B3H 2R8,2019 - 2020,-63.5747968,44.6368165,POINT (-63.57479680000001 44.6368165)
NewAE Technology Inc.,Aerospace & Defence,EGP,7198,halifax,Halifax,B3H 2R8,2019 - 2020,-63.5747968,44.6368165,POINT (-63.57479680000001 44.6368165)
NewAE Technology Inc.,Aerospace & Defence,EGP,6738,halifax,Halifax,B3H 2R8,2019 - 2020,-63.5747968,44.6368165,POINT (-63.57479680000001 44.6368165)
The 7 Virtues Beauty Inc.,Advanced Manufacturing,SBDP,25000,bedford,Halifax,B3H 0B1,2019 - 2020,-63.7378573,44.7264584,POINT (-63.737857299999995 44.7264584)
Adaptiiv Medical Technologies Inc.,Life Sciences,EGP,4680,halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Adaptiiv Medical Technologies Inc.,Life Sciences,EGP,3325,halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
DeCell Technologies,Life Sciences,EGP,11694,halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
IR Scientific Inc.,Life Sciences,EGP,6350,halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Solid State Pharma Inc.,Life Sciences,EGP,16500,halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Capital Seafood International Incorporated,Fish & Seafood Processing,EGP,13500,halifax,Halifax,B3G 1M5,2019 - 2020,-63.497889,44.610597,POINT (-63.49788900000001 44.610597)
Media Mechanics Inc.,ICT (Includes Digital Media),EGP,12000,halifax,Halifax,B3E 1J7,2019 - 2020,-63.2972222,44.7433327,POINT (-63.2972222 44.7433327)
Strongest Families Institute,Business Services,EGP,13850,halifax,Halifax,B3C 4E6,2019 - 2020,-63.6569753,44.7603275,POINT (-63.6569753 44.7603275)
Strongest Families Institute,Business Services,EGP,9305,halifax,Halifax,B3C 4E6,2019 - 2020,-63.6569753,44.7603275,POINT (-63.6569753 44.7603275)
Strongest Families Institute,Business Services,EGP,9048,halifax,Halifax,B3C 4E6,2019 - 2020,-63.6569753,44.7603275,POINT (-63.6569753 44.7603275)
Canadian Residential Inspection Services Limited,Business Services,SBDP,2100,halifax,Halifax,B3B1M4,2019 - 2020,-63.5985514,44.7092815,POINT (-63.5985514 44.7092815)
Northview Consulting Ltd.,Business Services,PMA,0,halifax,Halifax,B3B1M2,2019 - 2020,-63.6317861,44.6551137,POINT (-63.6317861 44.6551137)
Nature's Way of Canada Limited,Agri-food,SBDP,25000,halifax,Halifax,B3B0A6,2019 - 2020,-63.5837634,44.7079029,POINT (-63.5837634 44.70790290000001)
Nature's Way of Canada Limited,Agri-food,EGP,15000,halifax,Halifax,B3B0A6,2019 - 2020,-63.5837634,44.7079029,POINT (-63.5837634 44.70790290000001)
Vanity Fashions Limited,Clothing & Textiles,EGP,12759,halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5852937,44.7156161,POINT (-63.5852937 44.715616100000005)
Vanity Fashions Limited,Clothing & Textiles,EGP,1647,halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5852937,44.7156161,POINT (-63.5852937 44.715616100000005)
Vanity Fashions Limited,Clothing & Textiles,EGP,758,halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5852937,44.7156161,POINT (-63.5852937 44.715616100000005)
CarbonCure Technologies Inc.,Energy,SBDP,2184,halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5843626,44.7160251,POINT (-63.5843626 44.7160251)
CarbonCure Technologies Inc.,Energy,EGP,9900,halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5843626,44.7160251,POINT (-63.5843626 44.7160251)
Focal Technologies Corporation,Oceans Technology,EGP,25000,halifax,Halifax,B3B 1Z4,2019 - 2020,-63.5837964,44.7150114,POINT (-63.583796400000004 44.7150114)
Totally Raw Natural Dog Food Inc.,Agri-food,IRP,322233,halifax,Halifax,B3B 1Y5,2019 - 2020,-63.596294,44.6958479,POINT (-63.596294 44.6958479)
Totally Raw Natural Dog Food Inc.,Agri-food,SBDP,25000,halifax,Halifax,B3B 1Y5,2019 - 2020,-63.596294,44.6958479,POINT (-63.596294 44.6958479)
Acadian Seaplants,Life Sciences,SBDP,15000,halifax,Halifax,B3B 1X8,2019 - 2020,-63.5977688,44.6961946,POINT (-63.5977688 44.6961946)
Acadian Seaplants Limited / Les Algues Acadiennes Limitee,Life Sciences,EGP,15000,halifax,Halifax,B3B 1X8,2019 - 2020,-63.5977688,44.6961946,POINT (-63.5977688 44.6961946)
Fit First Technologies International Inc.,Business Services,EGP,17457,halifax,Halifax,B3B 1X2,2019 - 2020,-63.5985514,44.7092815,POINT (-63.5985514 44.7092815)
Fit First Technologies International Inc.,Business Services,EGP,9050,halifax,Halifax,B3B 1X2,2019 - 2020,-63.5985514,44.7092815,POINT (-63.5985514 44.7092815)
Clerisy Management Group Limited,Film Production,EGP,4380,halifax,Halifax,B3B 1W9,2019 - 2020,-63.5796788,44.6946304,POINT (-63.57967880000001 44.6946304)
DynaGen Technologies Incorporated,Advanced Manufacturing,EGP,15000,halifax,Halifax,B3B 1W8,2019 - 2020,-63.5987596,44.7131785,POINT (-63.5987596 44.7131785)
Dantra Specialty Products,Advanced Manufacturing,EGP,14974,halifax,Halifax,B3B 1W7,2019 - 2020,-63.6021747,44.7163925,POINT (-63.60217469999999 44.7163925)
Outcast Foods Inc.,Agri-food,Pitch Prep,20000,dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
Outcast Foods Inc.,Agri-food,EGP,9009,dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
Outcast Foods Inc.,Agri-food,EGP,5945,dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
Outcast Foods Inc.,Agri-food,EGP,3400,dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
RKO Steel Limited,Advanced Manufacturing,IRP,725000,dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
RKO Steel Limited,Advanced Manufacturing,SBDP,11105,dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
RKO Steel Limited,Advanced Manufacturing,EGP,11157,dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
RKO Steel Limited,Advanced Manufacturing,EGP,3843,dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
Master Merchant Systems (MMS),ICT (Includes Digital Media),EGP,10984,dartmouth,Halifax,B3B 1T5,2019 - 2020,-63.5839216,44.697934,POINT (-63.5839216 44.697934)
Northern Business Intelligence,ICT (Includes Digital Media),EGP,4750,dartmouth,Halifax,B3B 1T4,2019 - 2020,-63.5884831,44.7012869,POINT (-63.58848309999999 44.7012869)
Clinical Logistics,Life Sciences,SBDP,13575,dartmouth,Halifax,B3B 1S8,2019 - 2020,-63.5891046,44.70054,POINT (-63.58910459999999 44.70054)
AML Oceanographic Ltd.,Oceans Technology,EGP,21995,dartmouth,Halifax,B3B 1S8,2019 - 2020,-63.5891046,44.70054,POINT (-63.58910459999999 44.70054)
Dispension Industries,Business Services,EGP,5420,dartmouth,Halifax,B3B 1S1,2019 - 2020,-63.5941447,44.6985457,POINT (-63.5941447 44.698545700000004)
MetOcean Telematics Limited,Oceans Technology,EGP,13511,dartmouth,Halifax,B3B 1R9,2019 - 2020,-63.5969325,44.7005741,POINT (-63.59693250000001 44.7005741)
Right Source Group Limited,Fish & Seafood Processing,EGP,4300,dartmouth,Halifax,B3B 1N4,2019 - 2020,-63.603536,44.7148296,POINT (-63.603536 44.7148296)
TriNav Fisheries Consultants Inc.,Business Services,EGP,2750,dartmouth,Halifax,B3B 1N3,2019 - 2020,-63.597167,44.7079482,POINT (-63.59716699999999 44.7079482)
Dilytics,ICT (Includes Digital Media),EGP,1425,halifax,Halifax,B3B 1N1,2019 - 2020,-63.5763881,44.6517896,POINT (-63.5763881 44.6517896)
Xeos Technologies Inc.,Oceans Technology,Pitch Prep,15000,dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Xeos Technologies Inc.,Oceans Technology,EGP,14050,dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Xeos Technologies Inc.,Oceans Technology,EGP,13325,dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Xeos Technologies Inc.,Oceans Technology,EGP,10950,dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Farnell Packaging Limited,Advanced Manufacturing,EGP,4127,dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5954879,44.7030559,POINT (-63.5954879 44.7030559)
