animal_project_reference,datacenter_reference,animal_reference_id,vernacularname,animal_origin,stock,length,length_type,weight,life_stage,age,sex
CCSALMON,nep,CCSALMON-1274688-2017-09-14,Chinook salmon,H,UNKNOWN,0.218,FORK,0.1033,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274687-2017-09-14,Chinook salmon,W,UNKNOWN,0.168,FORK,0.0547,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274686-2017-09-14,Chinook salmon,W,UNKNOWN,0.178,FORK,0.0671,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274685-2017-09-14,Chinook salmon,W,UNKNOWN,0.162,FORK,0.0467,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274684-2017-09-14,Chinook salmon,W,UNKNOWN,0.151,FORK,0.0368,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274683-2017-09-14,Chinook salmon,W,UNKNOWN,0.184,FORK,0.0802,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274682-2017-09-14,Chinook salmon,W,UNKNOWN,0.171,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274681-2017-09-14,Chinook salmon,H,UNKNOWN,0.151,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274680-2017-09-14,Chinook salmon,W,UNKNOWN,0.171,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274679-2017-09-14,Chinook salmon,W,UNKNOWN,0.151,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274678-2017-09-13,Chinook salmon,W,UNKNOWN,0.157,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274677-2017-09-13,Chinook salmon,W,UNKNOWN,0.157,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274676-2017-09-13,Chinook salmon,W,UNKNOWN,0.167,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274675-2017-09-13,Chinook salmon,W,UNKNOWN,0.163,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274674-2017-09-13,Chinook salmon,W,UNKNOWN,0.143,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274673-2017-09-13,Chinook salmon,W,UNKNOWN,0.174,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274672-2017-09-13,Chinook salmon,W,UNKNOWN,0.168,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274671-2017-09-13,Chinook salmon,W,UNKNOWN,0.152,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274670-2017-09-13,Chinook salmon,H,UNKNOWN,0.169,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274669-2017-09-13,Chinook salmon,W,UNKNOWN,0.157,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274668-2017-09-13,Chinook salmon,W,UNKNOWN,0.179,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274667-2017-09-13,Chinook salmon,H,UNKNOWN,0.189,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274666-2017-09-13,Chinook salmon,H,UNKNOWN,0.217,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274665-2017-09-13,Chinook salmon,W,UNKNOWN,0.158,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274664-2017-09-13,Chinook salmon,W,UNKNOWN,0.177,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274663-2017-09-13,Chinook salmon,W,UNKNOWN,0.161,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274662-2017-09-13,Chinook salmon,U,UNKNOWN,0.156,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274661-2017-09-13,Chinook salmon,W,UNKNOWN,0.19,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274660-2017-09-13,Chinook salmon,W,UNKNOWN,0.2,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274659-2017-09-13,Chinook salmon,H,UNKNOWN,0.211,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274658-2017-09-13,Chinook salmon,H,UNKNOWN,0.204,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274657-2017-09-13,Chinook salmon,W,UNKNOWN,0.164,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274656-2017-09-13,Chinook salmon,H,UNKNOWN,0.209,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274655-2017-09-13,Chinook salmon,W,UNKNOWN,0.165,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274654-2017-09-13,Chinook salmon,H,UNKNOWN,NULL,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274653-2017-09-13,Chinook salmon,H,UNKNOWN,0.182,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274652-2017-09-13,Chinook salmon,W,UNKNOWN,0.149,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274707-2017-09-15,Chinook salmon,W,UNKNOWN,0.173,FORK,0.0638,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274706-2017-09-15,Chinook salmon,W,UNKNOWN,0.163,FORK,0.0457,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274705-2017-09-15,Chinook salmon,W,UNKNOWN,0.157,FORK,0.0416,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274704-2017-09-15,Chinook salmon,W,UNKNOWN,0.206,FORK,0.0901,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274703-2017-09-15,Chinook salmon,H,UNKNOWN,0.201,FORK,0.0879,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274702-2017-09-15,Chinook salmon,W,UNKNOWN,0.161,FORK,0.047,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274701-2017-09-15,Chinook salmon,W,UNKNOWN,0.156,FORK,0.0404,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274651-2017-09-13,Chinook salmon,H,UNKNOWN,0.176,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274718-2017-09-15,Chinook salmon,W,UNKNOWN,0.165,FORK,0.0496,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274650-2017-09-13,Chinook salmon,U,UNKNOWN,0.144,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274649-2017-09-13,Chinook salmon,W,UNKNOWN,0.164,FORK,NULL,JUVENILE,NULL,U
CCSALMON,nep,CCSALMON-1274648-2017-09-12,Chinook salmon,W,UNKNOWN,0.189,FORK,NULL,JUVENILE,NULL,U
ESS,nep,ESS-18951,Dungeness crab,W,UNK,0.149,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18950,Dungeness crab,W,UNK,0.135,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18949,Dungeness crab,W,UNK,0.148,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18948,Dungeness crab,W,UNK,0.157,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18947,Dungeness crab,W,UNK,0.148,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18946,Dungeness crab,W,UNK,0.146,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18945,Dungeness crab,W,UNK,0.146,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18944,Dungeness crab,W,UNK,0.143,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18943,Dungeness crab,W,UNK,0.138,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18942,Dungeness crab,W,UNK,0.152,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18941,Dungeness crab,W,UNK,0.143,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18940,Dungeness crab,W,UNK,0.133,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18939,Dungeness crab,W,UNK,0.142,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18938,Dungeness crab,W,UNK,0.156,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18937,Dungeness crab,W,UNK,0.134,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18936,Dungeness crab,W,UNK,0.153,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18935,Dungeness crab,W,UNK,0.141,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18953,Dungeness crab,W,UNK,0.142,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18952,Dungeness crab,W,UNK,0.152,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18931,Dungeness crab,W,UNK,0.144,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18932,Dungeness crab,W,UNK,0.153,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18933,Dungeness crab,W,UNK,0.151,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18934,Dungeness crab,W,UNK,0.15,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18924,Dungeness crab,W,UNK,0.148,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18925,Dungeness crab,W,UNK,0.138,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18926,Dungeness crab,W,UNK,0.15,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18927,Dungeness crab,W,UNK,0.133,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18928,Dungeness crab,W,UNK,0.153,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18929,Dungeness crab,W,UNK,0.154,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18930,Dungeness crab,W,UNK,0.139,CARAPACE WIDTH,NULL,UNK,NULL,M
ESS,nep,ESS-18967,English sole,W,UNK,0.29,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18966,English sole,W,UNK,0.299,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18965,English sole,W,UNK,0.296,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18964,English sole,W,UNK,0.319,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18963,English sole,W,UNK,0.274,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18962,English sole,W,UNK,0.3,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18961,English sole,W,UNK,0.302,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18960,English sole,W,UNK,0.306,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18959,English sole,W,UNK,0.3,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18958,English sole,W,UNK,0.325,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18957,English sole,W,UNK,0.308,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18956,English sole,W,UNK,0.271,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18955,English sole,W,UNK,0.35,TL,NULL,UNK,NULL,U
ESS,nep,ESS-18954,English sole,W,UNK,0.319,TL,NULL,UNK,NULL,U
KRS,nep,KRS-34310_35470,Steelhead salmon,H,SEYMOUR RIVER,0.218,FORK,0.11433,JUVENILE,14,U
KRS,nep,KRS-34300_35460,Steelhead salmon,H,SEYMOUR RIVER,0.218,FORK,0.10398,JUVENILE,14,U
KRS,nep,KRS-34296_35456,Steelhead salmon,H,SEYMOUR RIVER,0.209,FORK,0.08138,JUVENILE,14,U
KRS,nep,KRS-34295_35455,Steelhead salmon,H,SEYMOUR RIVER,0.209,FORK,0.0986,JUVENILE,14,U
KRS,nep,KRS-34294_35454,Steelhead salmon,H,SEYMOUR RIVER,0.209,FORK,0.08548,JUVENILE,14,U
KRS,nep,KRS-34293_35453,Steelhead salmon,H,SEYMOUR RIVER,0.203,FORK,0.0837,JUVENILE,14,U
KRS,nep,KRS-34291_35451,Steelhead salmon,H,SEYMOUR RIVER,0.198,FORK,0.07183,JUVENILE,14,U
KRS,nep,KRS-34290_35450,Steelhead salmon,H,SEYMOUR RIVER,0.207,FORK,0.079,JUVENILE,14,U
KRS,nep,KRS-34286_35446,Steelhead salmon,H,SEYMOUR RIVER,0.206,FORK,0.08596,JUVENILE,14,U
KRS,nep,KRS-34285_35445,Steelhead salmon,H,SEYMOUR RIVER,0.226,FORK,0.10693,JUVENILE,14,U
KRS,nep,KRS-34284_35444,Steelhead salmon,H,SEYMOUR RIVER,0.196,FORK,0.06959,JUVENILE,14,U
KRS,nep,KRS-34283_35443,Steelhead salmon,H,SEYMOUR RIVER,0.202,FORK,0.07999,JUVENILE,14,U
KRS,nep,KRS-34282_35442,Steelhead salmon,H,SEYMOUR RIVER,0.23,FORK,0.12385,JUVENILE,14,U
KRS,nep,KRS-34281_35441,Steelhead salmon,H,SEYMOUR RIVER,0.214,FORK,0.09552,JUVENILE,14,U
KRS,nep,KRS-34280_35440,Steelhead salmon,H,SEYMOUR RIVER,0.199,FORK,0.07435,JUVENILE,14,U
KRS,nep,KRS-34279_35439,Steelhead salmon,H,SEYMOUR RIVER,0.183,FORK,0.06127,JUVENILE,14,U
KRS,nep,KRS-34275_35435,Steelhead salmon,H,SEYMOUR RIVER,0.21,FORK,0.09897,JUVENILE,14,U
KRS,nep,KRS-34297_35457,Steelhead salmon,H,SEYMOUR RIVER,0.203,FORK,0.07792,JUVENILE,14,U
KRS,nep,KRS-34309_35469,Steelhead salmon,H,SEYMOUR RIVER,0.191,FORK,0.06741,JUVENILE,14,U
KRS,nep,KRS-34292_35452,Steelhead salmon,H,SEYMOUR RIVER,0.202,FORK,0.06965,JUVENILE,14,U
KRS,nep,KRS-34299_35459,Steelhead salmon,H,SEYMOUR RIVER,0.21,FORK,0.0877,JUVENILE,14,U
KRS,nep,KRS-34298_35458,Steelhead salmon,H,SEYMOUR RIVER,0.197,FORK,0.06677,JUVENILE,14,U
KRS,nep,KRS-34273_35433,Steelhead salmon,H,SEYMOUR RIVER,0.224,FORK,0.09917,JUVENILE,14,U
KRS,nep,KRS-34313_35473,Steelhead salmon,H,SEYMOUR RIVER,0.192,FORK,0.07338,JUVENILE,14,U
KRS,nep,KRS-34308_35468,Steelhead salmon,H,SEYMOUR RIVER,0.208,FORK,0.08448,JUVENILE,14,U
KRS,nep,KRS-34307_35467,Steelhead salmon,H,SEYMOUR RIVER,0.219,FORK,0.10063,JUVENILE,14,U
KRS,nep,KRS-34306_35466,Steelhead salmon,H,SEYMOUR RIVER,0.196,FORK,0.07256,JUVENILE,14,U
KRS,nep,KRS-34305_35465,Steelhead salmon,H,SEYMOUR RIVER,0.217,FORK,0.09553,JUVENILE,14,U
KRS,nep,KRS-34304_35464,Steelhead salmon,H,SEYMOUR RIVER,0.205,FORK,0.08563,JUVENILE,14,U
KRS,nep,KRS-34303_35463,Steelhead salmon,H,SEYMOUR RIVER,0.21,FORK,0.08127,JUVENILE,14,U
KRS,nep,KRS-34302_35462,Steelhead salmon,H,SEYMOUR RIVER,0.236,FORK,0.1667,JUVENILE,14,U
KRS,nep,KRS-34301_35461,Steelhead salmon,H,SEYMOUR RIVER,0.193,FORK,0.06602,JUVENILE,14,U
KRS,nep,KRS-34315_35475,Steelhead salmon,H,SEYMOUR RIVER,0.206,FORK,0.07685,JUVENILE,14,U
KRS,nep,KRS-34314_35474,Steelhead salmon,H,SEYMOUR RIVER,0.195,FORK,0.06787,JUVENILE,14,U
KRS,nep,KRS-34312_35472,Steelhead salmon,H,SEYMOUR RIVER,0.19,FORK,0.07129,JUVENILE,14,U
KRS,nep,KRS-34311_35471,Steelhead salmon,H,SEYMOUR RIVER,0.206,FORK,0.09054,JUVENILE,14,U
KRS,nep,KRS-34274_35434,Steelhead salmon,H,SEYMOUR RIVER,0.208,FORK,0.08092,JUVENILE,14,U
KRS,nep,KRS-34322_35482,Steelhead salmon,H,SEYMOUR RIVER,0.193,FORK,0.07221,JUVENILE,14,U
KRS,nep,KRS-34321_35481,Steelhead salmon,H,SEYMOUR RIVER,0.186,FORK,0.0655,JUVENILE,14,U
KRS,nep,KRS-34320_35480,Steelhead salmon,H,SEYMOUR RIVER,0.204,FORK,0.08946,JUVENILE,14,U
KRS,nep,KRS-34319_35479,Steelhead salmon,H,SEYMOUR RIVER,0.215,FORK,0.0876,JUVENILE,14,U
KRS,nep,KRS-34318_35478,Steelhead salmon,H,SEYMOUR RIVER,0.204,FORK,0.07683,JUVENILE,14,U
KRS,nep,KRS-34317_35477,Steelhead salmon,H,SEYMOUR RIVER,0.192,FORK,0.06902,JUVENILE,14,U
KRS,nep,KRS-34316_35476,Steelhead salmon,H,SEYMOUR RIVER,0.208,FORK,0.0772,JUVENILE,14,U
KRS,nep,KRS-34289_35449,Steelhead salmon,H,SEYMOUR RIVER,0.211,FORK,0.08411,JUVENILE,14,U
KRS,nep,KRS-34288_35448,Steelhead salmon,H,SEYMOUR RIVER,0.225,FORK,0.12157,JUVENILE,14,U
KRS,nep,KRS-34287_35447,Steelhead salmon,H,SEYMOUR RIVER,0.205,FORK,0.08514,JUVENILE,14,U
KRS,nep,KRS-34278_35438,Steelhead salmon,H,SEYMOUR RIVER,0.224,FORK,0.11557,JUVENILE,14,U
KRS,nep,KRS-34277_35437,Steelhead salmon,H,SEYMOUR RIVER,0.209,FORK,0.08746,JUVENILE,14,U
KRS,nep,KRS-34276_35436,Steelhead salmon,H,SEYMOUR RIVER,0.207,FORK,0.08181,JUVENILE,14,U
MACFL,nep,MACFL-14290,Chinook salmon,H,Central Valley Late-Fall,0.162,FORK,0.0505,UNK,NULL,U
MACFL,nep,MACFL-14291,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0425,UNK,NULL,U
MACFL,nep,MACFL-14292,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0441,UNK,NULL,U
MACFL,nep,MACFL-14293,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0336,UNK,NULL,U
MACFL,nep,MACFL-14294,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0371,UNK,NULL,U
MACFL,nep,MACFL-14295,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0341,UNK,NULL,U
MACFL,nep,MACFL-14296,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0474,UNK,NULL,U
MACFL,nep,MACFL-14297,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0462,UNK,NULL,U
MACFL,nep,MACFL-14298,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0382,UNK,NULL,U
MACFL,nep,MACFL-14299,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0392,UNK,NULL,U
MACFL,nep,MACFL-14300,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.0328,UNK,NULL,U
MACFL,nep,MACFL-14301,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0366,UNK,NULL,U
MACFL,nep,MACFL-14302,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0427,UNK,NULL,U
MACFL,nep,MACFL-14303,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0403,UNK,NULL,U
MACFL,nep,MACFL-14304,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0328,UNK,NULL,U
MACFL,nep,MACFL-14305,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.041,UNK,NULL,U
MACFL,nep,MACFL-14306,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0397,UNK,NULL,U
MACFL,nep,MACFL-14307,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0505,UNK,NULL,U
MACFL,nep,MACFL-14308,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0416,UNK,NULL,U
MACFL,nep,MACFL-14309,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0411,UNK,NULL,U
MACFL,nep,MACFL-14310,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0348,UNK,NULL,U
MACFL,nep,MACFL-14311,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0379,UNK,NULL,U
MACFL,nep,MACFL-14312,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0376,UNK,NULL,U
MACFL,nep,MACFL-14313,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0331,UNK,NULL,U
MACFL,nep,MACFL-14314,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0422,UNK,NULL,U
MACFL,nep,MACFL-14315,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0341,UNK,NULL,U
MACFL,nep,MACFL-14316,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0327,UNK,NULL,U
MACFL,nep,MACFL-14317,Chinook salmon,H,Central Valley Late-Fall,0.172,FORK,0.0593,UNK,NULL,U
MACFL,nep,MACFL-14318,Chinook salmon,H,Central Valley Late-Fall,0.156,FORK,0.0409,UNK,NULL,U
MACFL,nep,MACFL-14319,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0401,UNK,NULL,U
MACFL,nep,MACFL-14320,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0342,UNK,NULL,U
MACFL,nep,MACFL-14321,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0332,UNK,NULL,U
MACFL,nep,MACFL-14322,Chinook salmon,H,Central Valley Late-Fall,0.162,FORK,0.051,UNK,NULL,U
MACFL,nep,MACFL-14323,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0376,UNK,NULL,U
MACFL,nep,MACFL-14324,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0328,UNK,NULL,U
MACFL,nep,MACFL-14325,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0392,UNK,NULL,U
MACFL,nep,MACFL-14326,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.041,UNK,NULL,U
MACFL,nep,MACFL-14327,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0418,UNK,NULL,U
MACFL,nep,MACFL-14328,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0381,UNK,NULL,U
MACFL,nep,MACFL-14329,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0401,UNK,NULL,U
MACFL,nep,MACFL-14330,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0325,UNK,NULL,U
MACFL,nep,MACFL-14331,Chinook salmon,H,Central Valley Late-Fall,0.143,FORK,0.0332,UNK,NULL,U
MACFL,nep,MACFL-14332,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0425,UNK,NULL,U
MACFL,nep,MACFL-14333,Chinook salmon,H,Central Valley Late-Fall,0.143,FORK,0.0352,UNK,NULL,U
MACFL,nep,MACFL-14334,Chinook salmon,H,Central Valley Late-Fall,0.139,FORK,0.031,UNK,NULL,U
MACFL,nep,MACFL-14335,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0349,UNK,NULL,U
MACFL,nep,MACFL-14336,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0335,UNK,NULL,U
MACFL,nep,MACFL-14337,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0362,UNK,NULL,U
MACFL,nep,MACFL-14338,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0308,UNK,NULL,U
MACFL,nep,MACFL-14339,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0407,UNK,NULL,U
MACFL,nep,MACFL-14340,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0344,UNK,NULL,U
MACFL,nep,MACFL-14341,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0372,UNK,NULL,U
MACFL,nep,MACFL-14342,Chinook salmon,H,Central Valley Late-Fall,0.141,FORK,0.0295,UNK,NULL,U
MACFL,nep,MACFL-14343,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0522,UNK,NULL,U
MACFL,nep,MACFL-14344,Chinook salmon,H,Central Valley Late-Fall,0.161,FORK,0.0541,UNK,NULL,U
MACFL,nep,MACFL-14345,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0499,UNK,NULL,U
MACFL,nep,MACFL-14346,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0366,UNK,NULL,U
MACFL,nep,MACFL-14347,Chinook salmon,H,Central Valley Late-Fall,0.17,FORK,0.0591,UNK,NULL,U
MACFL,nep,MACFL-14348,Chinook salmon,H,Central Valley Late-Fall,0.174,FORK,0.0659,UNK,NULL,U
MACFL,nep,MACFL-14349,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0376,UNK,NULL,U
MACFL,nep,MACFL-14350,Chinook salmon,H,Central Valley Late-Fall,0.156,FORK,0.045,UNK,NULL,U
MACFL,nep,MACFL-14351,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0421,UNK,NULL,U
MACFL,nep,MACFL-14352,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0319,UNK,NULL,U
MACFL,nep,MACFL-14353,Chinook salmon,H,Central Valley Late-Fall,0.156,FORK,0.0454,UNK,NULL,U
MACFL,nep,MACFL-14354,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0306,UNK,NULL,U
MACFL,nep,MACFL-14355,Chinook salmon,H,Central Valley Late-Fall,0.143,FORK,0.0335,UNK,NULL,U
MACFL,nep,MACFL-14356,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0451,UNK,NULL,U
MACFL,nep,MACFL-14357,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.0316,UNK,NULL,U
MACFL,nep,MACFL-14358,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0356,UNK,NULL,U
MACFL,nep,MACFL-14359,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0477,UNK,NULL,U
MACFL,nep,MACFL-14360,Chinook salmon,H,Central Valley Late-Fall,0.154,FORK,0.0422,UNK,NULL,U
MACFL,nep,MACFL-14361,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.033,UNK,NULL,U
MACFL,nep,MACFL-14362,Chinook salmon,H,Central Valley Late-Fall,0.143,FORK,0.031,UNK,NULL,U
MACFL,nep,MACFL-14363,Chinook salmon,H,Central Valley Late-Fall,0.163,FORK,0.0485,UNK,NULL,U
MACFL,nep,MACFL-14364,Chinook salmon,H,Central Valley Late-Fall,0.154,FORK,0.0414,UNK,NULL,U
MACFL,nep,MACFL-14365,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0375,UNK,NULL,U
MACFL,nep,MACFL-14366,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0419,UNK,NULL,U
MACFL,nep,MACFL-14367,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0388,UNK,NULL,U
MACFL,nep,MACFL-14368,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0313,UNK,NULL,U
MACFL,nep,MACFL-14369,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0335,UNK,NULL,U
