deployment_id,receiver_serial_number,receiver_reference_type,receiver_reference_id,receiver_manufacturer,receiver_model
ASIG1_8-VR2W-113628-2,113628,ManmadePlatform,ASI_G1_8,VEMCO,VR2W
ASIG2_7-VR2W-113639-2,113639,ManmadePlatform,ASI_G2_7,VEMCO,VR2W
ASI-G5_3-AURAL-G5_3-2,G5_3,ManmadePlatform,ASI_G5_3,Multi Electronique,AURAL
ASI-G7_9-VR2W-110123-2,110123,ManmadePlatform,ASI_G7_9,VEMCO,VR2W
ASI-G8_1-VR2W-110528-1,110528,ManmadePlatform,ASI_G8_1,VEMCO,VR2W
ASI-G8_2-VR2W-110552-1,110552,ManmadePlatform,ASI_G8_2,VEMCO,VR2W
ASI-G8_3-VR2W-122840-1,122840,ManmadePlatform,ASI_G8_3,VEMCO,VR2W
ASI-G8_4-VR2W-110538-1,110538,ManmadePlatform,ASI_G8_4,VEMCO,VR2W
ASI-G9_1-VR2W-110542-1,110542,ManmadePlatform,ASI_G9_1,VEMCO,VR2W
ASI-G9_3-VR2W-110128-1,110128,ManmadePlatform,ASI_G9_3,VEMCO,VR2W
ASI-G9_4-VR2W-110545-1,110545,ManmadePlatform,ASI_G9_4,VEMCO,VR2W
ASI-G2_3-VR2W-113645-3,113645,ManmadePlatform,ASI_G2_3,VEMCO,VR2W
ASI-G2_4-VR2W-110121-2,110121,ManmadePlatform,ASI_G2_4,VEMCO,VR2W
ASI-G2_5-VR2W-113631-3,113631,ManmadePlatform,ASI_G2_5,VEMCO,VR2W
ASI-G2_6-VR2W-113654-3,113654,ManmadePlatform,ASI_G2_6,VEMCO,VR2W
ASI-G2_7-VR2W-113639-3,113639,ManmadePlatform,ASI_G2_7,VEMCO,VR2W
ASI-G2_8-VR2W-113630-3,113630,ManmadePlatform,ASI_G2_8,VEMCO,VR2W
ASI-G3_1-VR2W-113667-2,113667,ManmadePlatform,ASI_G3_1,VEMCO,VR2W
ASI-G3_2-VR2W-113655-2,113655,ManmadePlatform,ASI_G3_2,VEMCO,VR2W
ASI-G3_3-VR2W-113643-2,113643,ManmadePlatform,ASI_G3_3,VEMCO,VR2W
ASI-G5_7-VR2W-113618-3,113618,ManmadePlatform,ASI_G5_7,VEMCO,VR2W
ASI-G5_8-VR2W-113626-3,113626,ManmadePlatform,ASI_G5_8,VEMCO,VR2W
ASI-G6_1-VR2W-110152-2,110152,ManmadePlatform,ASI_G6_1,VEMCO,VR2W
ASI-G6_2-VR2W-110120-2,110120,ManmadePlatform,ASI_G6_2,VEMCO,VR2W
ASI-G6_3-VR2W-113657-2,113657,ManmadePlatform,ASI_G6_3,VEMCO,VR2W
ASI-G6_5-VR2W-110155-2,110155,ManmadePlatform,ASI_G6_5,VEMCO,VR2W
ASI-G6_6-VR2W-110124-2,110124,ManmadePlatform,ASI_G6_6,VEMCO,VR2W
ASI-G7_10-VR2W-110151-2,110151,ManmadePlatform,ASI_G7_10,VEMCO,VR2W
ASI-G7_11-VR2W-110126-2,110126,ManmadePlatform,ASI_G7_11,VEMCO,VR2W
ASI-G7_12-VR2W-110130-2,110130,ManmadePlatform,ASI_G7_12,VEMCO,VR2W
ASI-G7_13-VR2W-113670-2,113670,ManmadePlatform,ASI_G7_13,VEMCO,VR2W
ASI-G7_6-VR2W-110118-2,110118,ManmadePlatform,ASI_G7_6,VEMCO,VR2W
ASI-G7_7-VR2W-110156-2,110156,ManmadePlatform,ASI_G7_7,VEMCO,VR2W
ASI-G7_8-VR2W-110148-2,110148,ManmadePlatform,ASI_G7_8,VEMCO,VR2W
ASI-G10_3-VR2W-110523-1,110523,ManmadePlatform,ASI_G10_3,VEMCO,VR2W
ASI-G10_4-VR2W-110116-1,110116,ManmadePlatform,ASI_G10_4,VEMCO,VR2W
ASI-G11_2-VR2W-110159-1,110159,ManmadePlatform,ASI_G11_2,VEMCO,VR2W
ASI-G11_3-VR2W-110556-1,110556,ManmadePlatform,ASI_G11_3,VEMCO,VR2W
ASI-G1_1-VR2W-113660-3,113660,ManmadePlatform,ASI_G1_1,VEMCO,VR2W
ASI-G12_1-VR2W-110160-1,110160,ManmadePlatform,ASI_G12_1,VEMCO,VR2W
ASI-G12_2-VR2W-113629-1,113629,ManmadePlatform,ASI_G12_2,VEMCO,VR2W
ASI-G12_3-VR2W-113634-1,113634,ManmadePlatform,ASI_G12_3,VEMCO,VR2W
ASI-G1_2-VR2W-113649-3,113649,ManmadePlatform,ASI_G1_2,VEMCO,VR2W
ASI-G13_1-VR2W-110122-1,110122,ManmadePlatform,ASI_G13_1,VEMCO,VR2W
ASI-G13_2-VR2W-113656-1,113656,ManmadePlatform,ASI_G13_2,VEMCO,VR2W
ASI-G1_3-VR2W-113666-3,113666,ManmadePlatform,ASI_G1_3,VEMCO,VR2W
ASI-G14_1-VR2W-110125-1,110125,ManmadePlatform,ASI_G14_1,VEMCO,VR2W
ASI-G14_3-VR2W-110547-1,110547,ManmadePlatform,ASI_G14_3,VEMCO,VR2W
ASI-G1_4-VR2W-113641-3,113641,ManmadePlatform,ASI_G1_4,VEMCO,VR2W
ASI-G15_1-VR2W-110526-1,110526,ManmadePlatform,ASI_G15_1,VEMCO,VR2W
ASI-G1_5-VR2W-113638-3,113638,ManmadePlatform,ASI_G1_5,VEMCO,VR2W
ASI-G1_6-VR2W-113661-3,113661,ManmadePlatform,ASI_G1_6,VEMCO,VR2W
ASI-G1_7-VR2W-113648-3,113648,ManmadePlatform,ASI_G1_7,VEMCO,VR2W
ASI-G1_8-VR2W-113628-3,113628,ManmadePlatform,ASI_G1_8,VEMCO,VR2W
ASI-G2_1-VR2W-113633-3,113633,ManmadePlatform,ASI_G2_1,VEMCO,VR2W
ASI-G2_2-VR2W-113664-3,113664,ManmadePlatform,ASI_G2_2,VEMCO,VR2W
ASI-G3_4-VR2W-113652-2,113652,ManmadePlatform,ASI_G3_4,VEMCO,VR2W
ASI-G3_5-VR2W-113650-2,113650,ManmadePlatform,ASI_G3_5,VEMCO,VR2W
ASI-G4_1-VR2W-113647-2,113647,ManmadePlatform,ASI_G4_1,VEMCO,VR2W
ASI-G4_3-VR2W-113646-2,113646,ManmadePlatform,ASI_G4_3,VEMCO,VR2W
ASI-G4_4-VR2W-113659-2,113659,ManmadePlatform,ASI_G4_4,VEMCO,VR2W
ASI-G4_5-VR2W-113658-2,113658,ManmadePlatform,ASI_G4_5,VEMCO,VR2W
ASI-G4_6-VR2W-113651-2,113651,ManmadePlatform,ASI_G4_6,VEMCO,VR2W
ASI-G5_3-VR2W-110531-3,110531,ManmadePlatform,ASI_G5_3,VEMCO,VR2W
ASI-G5_4-VR2W-113635-3,113635,ManmadePlatform,ASI_G5_4,VEMCO,VR2W
ASI-G5_5-VR2W-113665-3,113665,ManmadePlatform,ASI_G5_5,VEMCO,VR2W
ASI-G5_6-VR2W-113627-3,113627,ManmadePlatform,ASI_G5_6,VEMCO,VR2W
ASI-G7_14-VR2W-110149-2,110149,ManmadePlatform,ASI_G7_14,VEMCO,VR2W
ASI-G7_15-VR2W-110127-2,110127,ManmadePlatform,ASI_G7_15,VEMCO,VR2W
ASI-G7_16-VR2W-110158-2,110158,ManmadePlatform,ASI_G7_16,VEMCO,VR2W
ASI-G7_17-VR2W-113642-2,113642,ManmadePlatform,ASI_G7_17,VEMCO,VR2W
ASI-G7_18-VR2W-122839-2,122839,ManmadePlatform,ASI_G7_18,VEMCO,VR2W
ASI-G7_2-VR2W-122842-2,122842,ManmadePlatform,ASI_G7_2,VEMCO,VR2W
ASI-G7_3-VR2W-122841-2,122841,ManmadePlatform,ASI_G7_3,VEMCO,VR2W
ASI-G7_4-VR2W-113653-2,113653,ManmadePlatform,ASI_G7_4,VEMCO,VR2W
ASI-G7_5-VR2W-110129-2,110129,ManmadePlatform,ASI_G7_5,VEMCO,VR2W
ASIG1_3-VR2W-113666-2,113666,ManmadePlatform,ASI_G1_3,VEMCO,VR2W
ASIG1_4-VR2W-113629-2,113629,ManmadePlatform,ASI_G1_4,VEMCO,VR2W
ASIG1_4-VR2W-113641-2,113641,ManmadePlatform,ASI_G1_4,VEMCO,VR2W
ASIG1_5-VR2W-113638-2,113638,ManmadePlatform,ASI_G1_5,VEMCO,VR2W
ASIG1_6-VR2W-113661-2,113661,ManmadePlatform,ASI_G1_6,VEMCO,VR2W
ASIG1_7-VR2W-113648-2,113648,ManmadePlatform,ASI_G1_7,VEMCO,VR2W
